ID,sample_id,花名,月份,朝代,作者,诗名,occasion,occasion_cn,occasion_conf,occasion_all,occasion_hits,relation,relation_cn,relation_conf,relation_all,symbolism,symbolism_preview,overall_conf,is_high_conf,needs_review
636,97,荷花,六月,金,萧贡古,采莲曲,memorial,悼念,0.92,"[""memorial"", ""wedding""]","[[""清明""], [""鸳鸯""]]",lover,爱人,0.82,"[""lover"", ""teacher""]","[""高洁"", ""纯洁"", ""出淤泥而不染"", ""清廉""]",高洁、纯洁、出淤泥而不染,0.87,True,False
699,98,虞美人,六月,宋,贺铸,踏莎行,wedding,婚嫁,0.88,"[""wedding"", ""promotion"", ""self_expression""]","[[""鸳鸯"", ""嫁""], [""进士"", ""仕途""]]",friend,友人,0.85,"[""friend"", ""lover"", ""self""]",[],,0.865,True,False
701,99,虞美人,六月,宋,姜夔,惜红衣,,,0.0,[],[],friend,友人,0.85,"[""friend""]",[],,0.85,True,False
702,100,虞美人,六月,宋,康与之,洞仙歌令,farewell,送别,0.9,"[""farewell"", ""wedding""]","[[""惜别"", ""依依惜别""], [""嫁""]]",family,家人,0.85,"[""family""]",[],,0.875,True,False
703,101,虞美人,六月,宋,王沂孙,水龙吟,,,0.0,[],[],,,0.0,[],[],,0.0,False,True
706,102,虞美人,六月,金,元好问,迈陂塘,self_expression,托物言志,0.585,"[""self_expression""]","[[""寄托""]]",lover,爱人,0.82,"[""lover""]",[],,0.702,True,False
707,103,虞美人,六月,元,李冶,迈陂塘,wedding,婚嫁,0.88,"[""wedding""]","[[""鸳鸯""]]",lover,爱人,0.82,"[""lover""]",[],,0.85,True,False
708,104,虞美人,六月,宋,姜夔,念奴娇,farewell,送别,0.9,"[""farewell"", ""wedding"", ""homesick""]","[[""送别""], [""鸳鸯""]]",lover,爱人,0.82,"[""lover""]",[],,0.86,True,False
759,105,秋海棠,七月,清,高士奇,南柯子,,,0.0,[],[],lover,爱人,0.82,"[""lover""]",[],,0.82,True,False
756,106,秋海棠,七月,清,朱受新,白秋海棠,,,0.0,[],[],,,0.0,[],[],,0.0,False,True
749,107,木槿,七月,唐,杨凌,咏槿花,farewell,送别,0.9,"[""farewell""]","[[""分别""]]",family,家人,0.85,"[""family""]",[],,0.875,True,False
782,108,芦花,七月,金,吴激,同儿曹赋芦花,homesick,思乡怀人,0.85,"[""homesick""]","[[""思乡"", ""游子"", ""异乡""]]",,,0.0,[],[],,0.85,True,False
747,109,木槿,七月,明,吴宽,槿,,,0.0,[],[],,,0.0,[],[],,0.0,False,True
746,110,木槿,七月,元,舒頔,白槿花,,,0.0,[],[],lover,爱人,0.82,"[""lover""]",[],,0.82,True,False
760,111,秋海棠,七月,清,龙启瑞,蝶恋花,,,0.0,[],[],lover,爱人,0.82,"[""lover""]",[],,0.82,True,False
748,112,木槿,七月,唐,李商隐,槿 花(其-),farewell,送别,0.9,"[""farewell""]","[[""分别""]]",,,0.0,[],[],,0.9,True,False
764,113,蓼花,七月,宋,宋祁,蓼 花,self_expression,托物言志,0.78,"[""self_expression""]","[[""自喻"", ""抒怀""]]",friend,友人,0.85,"[""friend""]",[],,0.815,True,False
783,114,芦花,七月,明,徐,芦 花,,,0.0,[],[],lover,爱人,0.82,"[""lover"", ""family"", ""friend""]",[],,0.82,True,False
789,115,金银花,七月,清,王夫之,金钗股,retirement,归隐,0.765,"[""retirement""]","[[""隐逸""]]",family,家人,0.85,"[""family""]",[],,0.807,True,False
791,116,曼陀罗,七月,宋,陈与义,曼陀罗,promotion,升职祝贺,0.765,"[""promotion""]","[[""及第""]]",,,0.0,[],[],,0.765,True,False
768,117,蓼花,七月,清,朱彝尊,迷仙引,,,0.0,[],[],family,家人,0.85,"[""family"", ""lover""]",[],,0.85,True,False
770,118,蓼花,七月,清,杨芳灿,水龙吟蓼花,homesick,思乡怀人,0.85,"[""homesick"", ""wedding""]","[[""思乡"", ""故乡"", ""游子""], [""鸳鸯""]]",lover,爱人,0.82,"[""lover""]",[],,0.835,True,False
774,119,鸡冠花,七月,元,姚文奂,题画鸡冠花,celebration,喜庆祝贺,0.615,"[""celebration""]","[[""吉祥""]]",,,0.0,[],[],,0.615,False,False
781,120,紫薇,七月,宋,陆游,紫 薇,promotion,升职祝贺,0.765,"[""promotion"", ""self_expression""]","[[""进士""], [""抒怀""]]",,,0.0,[],[],,0.765,True,False
800,121,桂花,八月,宋,苏轼,八月十七日天竺山送桂花分贈元素,promotion,升职祝贺,0.85,"[""promotion""]","[[""及第"", ""登科""]]",,,0.0,[],"[""富贵"", ""吉祥"", ""月亮"", ""科举""]",富贵、吉祥、月亮,0.85,True,False
804,122,桂花,八月,唐,白居易,东城桂,self_expression,托物言志,0.585,"[""self_expression""]","[[""寄托""]]",lover,爱人,0.82,"[""lover"", ""family""]","[""富贵"", ""吉祥"", ""月亮"", ""科举""]",富贵、吉祥、月亮,0.702,True,False
817,123,桂花,八月,宋,吴文英,古香慢,homesick,思乡怀人,0.765,"[""homesick""]","[[""故园""]]",teacher,师长,0.87,"[""teacher"", ""family"", ""lover""]","[""富贵"", ""吉祥"", ""月亮"", ""科举""]",富贵、吉祥、月亮,0.818,True,False
824,124,秋葵,八月,宋,晏殊,菩萨蛮,self_expression,托物言志,0.78,"[""self_expression""]","[[""自喻"", ""抒怀""]]",,,0.0,[],[],,0.78,True,False
827,125,滴滴金,八月,宋,陶弱,滴滴金,promotion,升职祝贺,0.765,"[""promotion""]","[[""及第""]]",family,家人,0.85,"[""family""]",[],,0.807,True,False
829,126,金钱花,八月,唐,罗隐,咏金钱花,promotion,升职祝贺,0.765,"[""promotion""]","[[""进士""]]",,,0.0,[],[],,0.765,True,False
832,127,蘋花,八月,清,岑霁,蘋 花,homesick,思乡怀人,0.85,"[""homesick"", ""wedding""]","[[""思乡"", ""乡愁"", ""思归""], [""鸳鸯""]]",family,家人,0.85,"[""family"", ""lover""]",[],,0.85,True,False
857,128,菊花,八月,明,陈宪章,晚香轩,retirement,归隐,0.765,"[""retirement"", ""self_expression""]","[[""归隐""], [""自况""]]",self,自赠/自述,0.88,"[""self"", ""teacher""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.823,True,False
856,129,菊花,八月,明,高启,晚香轩,retirement,归隐,0.85,"[""retirement"", ""homesick""]","[[""归隐"", ""隐居"", ""辞官""], [""漂泊""]]",,,0.0,[],"[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.85,True,False
798,130,桂花,八月,宋,曾几,岩 桂,retirement,归隐,0.765,"[""retirement""]","[[""隐居""]]",family,家人,0.85,"[""family""]","[""富贵"", ""吉祥"", ""月亮"", ""科举""]",富贵、吉祥、月亮,0.807,True,False
853,131,菊花,八月,唐,李山甫,刘员外寄移菊,wedding,婚嫁,0.88,"[""wedding"", ""promotion"", ""self_expression""]","[[""嫁""], [""进士""]]",self,自赠/自述,0.88,"[""self"", ""colleague""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.88,True,False
796,132,桂花,八月,元,倪瓒,桂 花,celebration,喜庆祝贺,0.82,"[""celebration"", ""wedding"", ""homesick"", ""departure""]","[[""庆贺"", ""大喜""], [""鸳鸯""]]",friend,友人,0.85,"[""friend"", ""lover""]","[""富贵"", ""吉祥"", ""月亮"", ""科举""]",富贵、吉祥、月亮,0.835,True,False
850,133,菊花,八月,明,文森,九 日,homesick,思乡怀人,0.85,"[""homesick""]","[[""思乡"", ""客居"", ""异乡""]]",,,0.0,[],"[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.85,True,False
793,134,桂花,八月,唐,李白,咏 桂,self_expression,托物言志,0.585,"[""self_expression""]","[[""抒怀""]]",self,自赠/自述,0.88,"[""self"", ""family""]","[""富贵"", ""吉祥"", ""月亮"", ""科举""]",富贵、吉祥、月亮,0.732,True,False
792,135,桂花,八月,唐,王绩,春桂问答二首,,,0.0,[],[],,,0.0,[],"[""富贵"", ""吉祥"", ""月亮"", ""科举""]",富贵、吉祥、月亮,0.0,False,True
813,136,桂花,八月,宋,谢懋,霜天晓角,self_expression,托物言志,0.585,"[""self_expression""]","[[""抒怀""]]",,,0.0,[],"[""富贵"", ""吉祥"", ""月亮"", ""科举""]",富贵、吉祥、月亮,0.585,False,False
839,137,菊花,九月,明,李东阳,墨菊二首(其二),self_expression,托物言志,0.585,"[""self_expression""]","[[""寄托""]]",,,0.0,[],"[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.585,False,False
903,138,雁来红,九月,清,边浴礼,绛都春,,,0.0,[],[],lover,爱人,0.82,"[""lover""]",[],,0.82,True,False
840,139,菊花,九月,南朝梁,萧纲,采菊篇,wedding,婚嫁,0.88,"[""wedding""]","[[""嫁""]]",family,家人,0.85,"[""family""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.865,True,False
899,140,菊花,九月,宋,黄庭坚,南乡子,memorial,悼念,0.92,"[""memorial"", ""celebration"", ""self_expression""]","[[""清明""], [""大喜""]]",friend,友人,0.85,"[""friend""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.885,True,False
841,141,菊花,九月,宋,陆游,山园草间菊数枝开，席地独酌,self_expression,托物言志,0.585,"[""self_expression""]","[[""自况""]]",self,自赠/自述,0.88,"[""self""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.732,True,False
837,142,菊花,九月,宋,陆游,菊 花,self_expression,托物言志,0.585,"[""self_expression""]","[[""言志""]]",self,自赠/自述,0.88,"[""self"", ""family""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.732,True,False
843,143,菊花,九月,唐,顾非熊,万年厉员外宅赏残菊,retirement,归隐,0.765,"[""retirement""]","[[""隐居""]]",,,0.0,[],"[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.765,True,False
847,144,菊花,九月,明,何景明,八月二十八日子容过对菊,homesick,思乡怀人,0.85,"[""homesick"", ""wedding"", ""promotion""]","[[""思乡"", ""客居"", ""羁旅""], [""洞房"", ""花烛""]]",friend,友人,0.85,"[""friend""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.85,True,False
835,145,菊花,九月,宋,梅尧臣,舟上采菊,memorial,悼念,0.92,"[""memorial""]","[[""祭奠"", ""悼亡""]]",family,家人,0.85,"[""family"", ""lover""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.885,True,False
898,146,菊花,九月,宋,张孝祥,鹪鸪天,,,0.0,[],[],lover,爱人,0.82,"[""lover""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.82,True,False
834,147,菊花,九月,晋,陶渊明,饮 酒（其五）,,,0.0,[],[],,,0.0,[],"[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.0,False,True
833,148,菊花,九月,晋,陶渊明,和郭主簿二首(其二),retirement,归隐,0.765,"[""retirement"", ""self_expression""]","[[""归隐""], [""寄托""]]",self,自赠/自述,0.88,"[""self""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.823,True,False
900,149,菊花,九月,清,董元恺,小桃红,retirement,归隐,0.85,"[""retirement""]","[[""隐居"", ""隐逸""]]",self,自赠/自述,0.88,"[""self"", ""lover""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.865,True,False
895,150,菊花,九月,清,叶申芗,阮郎归,,,0.0,[],[],,,0.0,[],"[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.0,False,True
897,151,菊花,九月,宋,黄庭坚,鹧鸪天,self_expression,托物言志,0.78,"[""self_expression""]","[[""抒怀"", ""寄托""]]",friend,友人,0.85,"[""friend""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.815,True,False
896,152,菊花,九月,清,龚自珍,卖花声,homesick,思乡怀人,0.765,"[""homesick""]","[[""羁旅""]]",friend,友人,0.85,"[""friend""]","[""隐逸"", ""清雅"", ""傲霜"", ""高洁""]",隐逸、清雅、傲霜,0.807,True,False
943,153,野菊,十月,宋,张鎡,如梦令,,,0.0,[],[],,,0.0,[],[],,0.0,False,True
938,154,野菊,十月,金,元好问,野菊座主闲闲公命作,self_expression,托物言志,0.78,"[""self_expression"", ""wedding""]","[[""自况"", ""明志"", ""抒怀""], [""新婚"", ""洞房""]]",self,自赠/自述,0.88,"[""self"", ""family""]",[],,0.83,True,False
939,155,野菊,十月,金,元好问,野菊再奉座主闲闲公命作,self_expression,托物言志,0.585,"[""self_expression""]","[[""自况""]]",self,自赠/自述,0.88,"[""self"", ""teacher""]",[],,0.732,True,False
934,156,甘菊,十月,唐,杜甫,叹庭前甘菊花,self_expression,托物言志,0.585,"[""self_expression""]","[[""自况""]]",self,自赠/自述,0.88,"[""self""]",[],,0.732,True,False
933,157,甘菊,十月,宋,苏轼,咏甘菊,self_expression,托物言志,0.585,"[""self_expression""]","[[""自况""]]",teacher,师长,0.87,"[""teacher"", ""self"", ""family""]",[],,0.728,True,False
932,158,木芙蓉,十月,清,王又曾,酷相思,homesick,思乡怀人,0.85,"[""homesick""]","[[""客居"", ""羁旅""]]",lover,爱人,0.82,"[""lover""]","[""高洁"", ""美丽"", ""秋天""]",高洁、美丽、秋天,0.835,True,False
905,159,雁来红,十月,明,释道衍,茶轩为陈惟寅赋,homesick,思乡怀人,0.765,"[""homesick"", ""retirement""]","[[""还乡""], [""辞官""]]",family,家人,0.85,"[""family"", ""friend""]",[],,0.807,True,False
906,160,雁来红,十月,宋,苏轼,茶轩为陈惟寅赋,promotion,升职祝贺,0.765,"[""promotion""]","[[""仕途""]]",teacher,师长,0.87,"[""teacher"", ""family""]",[],,0.818,True,False
909,161,山茶,十月,宋,苏轼,邵伯梵行寺山茶,,,0.0,[],[],friend,友人,0.85,"[""friend"", ""lover""]",[],,0.85,True,False
915,162,山茶花,十月,清,叶申芗,木兰花慢,farewell,送别,0.9,"[""farewell""]","[[""分别""]]",,,0.0,[],[],,0.9,True,False
917,163,木芙蓉,十月,宋,苏轼,王伯扬所藏赵昌芙蓉,wedding,婚嫁,0.88,"[""wedding""]","[[""嫁""]]",,,0.0,[],"[""高洁"", ""美丽"", ""秋天""]",高洁、美丽、秋天,0.88,True,False
919,164,木芙蓉,十月,明,申时行,芙蓉,promotion,升职祝贺,0.765,"[""promotion"", ""homesick"", ""self_expression""]","[[""进士""], [""归乡""]]",lover,爱人,0.82,"[""lover""]","[""高洁"", ""美丽"", ""秋天""]",高洁、美丽、秋天,0.792,True,False
925,165,木芙蓉,十月,宋,张耒,芙 蓉,,,0.0,[],[],,,0.0,[],"[""高洁"", ""美丽"", ""秋天""]",高洁、美丽、秋天,0.0,False,True
931,166,木芙蓉,十月,宋,赵昂,婆罗门引,,,0.0,[],[],self,自赠/自述,0.88,"[""self""]","[""高洁"", ""美丽"", ""秋天""]",高洁、美丽、秋天,0.88,True,False
937,167,野菊,十月,唐,李商隐,野菊,memorial,悼念,0.92,"[""memorial"", ""self_expression""]","[[""追思""], [""寄托""]]",friend,友人,0.85,"[""friend""]",[],,0.885,True,False
926,168,木芙蓉,十月,宋,范成大,窗前木芙蓉,wedding,婚嫁,0.88,"[""wedding""]","[[""嫁""]]",,,0.0,[],"[""高洁"", ""美丽"", ""秋天""]",高洁、美丽、秋天,0.88,True,False
954,169,红梅,十一月,明,僧德辉,题红梅,retirement,归隐,0.765,"[""retirement""]","[[""隐居""]]",,,0.0,[],[],,0.765,True,False
960,170,红梅,十一月,宋,苏轼,定风波,self_expression,托物言志,0.585,"[""self_expression""]","[[""言志""]]",teacher,师长,0.87,"[""teacher"", ""family"", ""lover""]",[],,0.728,True,False
959,171,红梅,十一月,宋,姜夔,小重山,self_expression,托物言志,0.585,"[""self_expression""]","[[""寄托""]]",teacher,师长,0.87,"[""teacher"", ""lover""]",[],,0.728,True,False
956,172,红梅,十一月,宋,高观国,留春 令,,,0.0,[],[],family,家人,0.85,"[""family""]",[],,0.85,True,False
957,173,红梅,十一月,宋,毛滂,玉楼春,self_expression,托物言志,0.78,"[""self_expression""]","[[""自比"", ""自喻""]]",self,自赠/自述,0.88,"[""self""]",[],,0.83,True,False
944,174,红梅,十一月,宋,范成大,红 梅,,,0.0,[],[],family,家人,0.85,"[""family""]",[],,0.85,True,False
945,175,红梅,十一月,宋,范成大,岭上红梅,homesick,思乡怀人,0.765,"[""homesick""]","[[""游子""]]",family,家人,0.85,"[""family"", ""lover""]",[],,0.807,True,False
946,176,红梅,十一月,宋,梅尧臣,红 梅,self_expression,托物言志,0.78,"[""self_expression"", ""retirement""]","[[""自比""], [""山居""]]",self,自赠/自述,0.88,"[""self"", ""family""]",[],,0.83,True,False
947,177,红梅,十一月,宋,苏轼,红 梅,,,0.0,[],[],,,0.0,[],[],,0.0,False,True
958,178,红梅,十一月,宋,真德秀,蝶恋花,,,0.0,[],[],teacher,师长,0.87,"[""teacher"", ""friend"", ""lover""]",[],,0.87,True,False
949,179,红梅,十一月,明,黄肃,红 梅,homesick,思乡怀人,0.765,"[""homesick"", ""self_expression""]","[[""羁旅""], [""寄托""]]",friend,友人,0.85,"[""friend"", ""lover""]",[],,0.807,True,False
951,180,红梅,十一月,元,王冕,红梅四首(其一),,,0.0,[],[],,,0.0,[],[],,0.0,False,True
948,181,红梅,十一月,宋,范成大,红 梅,memorial,悼念,0.92,"[""memorial"", ""self_expression""]","[[""清明""], [""寄托""]]",teacher,师长,0.87,"[""teacher"", ""lover""]",[],,0.895,True,False
955,182,红梅,十一月,清,龚自珍,种红梅一株于竹下赋此,self_expression,托物言志,0.585,"[""self_expression""]","[[""寄托""]]",lover,爱人,0.82,"[""lover""]",[],,0.702,True,False
953,183,红梅,十一月,明,李东阳,题延平刘郎中廷信所藏红梅,promotion,升职祝贺,0.765,"[""promotion"", ""self_expression""]","[[""仕途""], [""自喻""]]",,,0.0,[],[],,0.765,True,False
952,184,红梅,十一月,元,王冕,红梅四首(其二),retirement,归隐,0.765,"[""retirement""]","[[""隐居""]]",friend,友人,0.85,"[""friend""]",[],,0.807,True,False
974,185,水仙花,十二月,明,文征明,水 仙,,,0.0,[],[],family,家人,0.85,"[""family""]",[],,0.85,True,False
999,186,瑞香,十二月,宋,苏轼,西江月,,,0.0,[],[],family,家人,0.85,"[""family""]",[],,0.85,True,False
997,187,瑞香,十二月,宋,朱淑真,咏瑞香,celebration,喜庆祝贺,0.615,"[""celebration""]","[[""祥瑞""]]",lover,爱人,0.82,"[""lover""]",[],,0.718,True,False
996,188,瑞香,十二月,宋,杨万里,瑞香花新开(五首之一),celebration,喜庆祝贺,0.615,"[""celebration""]","[[""祥瑞""]]",,,0.0,[],[],,0.615,False,False
995,189,瑞香,十二月,宋,范成大,瑞香花,celebration,喜庆祝贺,0.615,"[""celebration""]","[[""祥瑞""]]",,,0.0,[],[],,0.615,False,False
961,190,水仙花,十二月,宋,黄庭坚,王充道送水仙花五十枝,,,0.0,[],[],,,0.0,[],[],,0.0,False,True
962,191,水仙花,十二月,宋,刘克庄,水仙花,,,0.0,[],[],,,0.0,[],[],,0.0,False,True
987,192,蜡梅,十二月,宋,黄庭坚,戏咏蜡梅二首,,,0.0,[],[],,,0.0,[],"[""坚韧"", ""高洁"", ""傲寒""]",坚韧、高洁、傲寒,0.0,False,True
985,193,蜡梅,十二月,宋,苏轼,蜡梅一首贈赵景貺,farewell,送别,0.9,"[""farewell""]","[[""分别""]]",teacher,师长,0.87,"[""teacher""]","[""坚韧"", ""高洁"", ""傲寒""]",坚韧、高洁、傲寒,0.885,True,False
986,194,蜡梅,十二月,宋,陆游,荀秀才送蜡梅十枝奇甚为赋此诗,self_expression,托物言志,0.585,"[""self_expression""]","[[""寄托""]]",family,家人,0.85,"[""family"", ""friend""]","[""坚韧"", ""高洁"", ""傲寒""]",坚韧、高洁、傲寒,0.718,True,False
984,195,水仙花,十二月,宋,辛弃疾,贺新郎,self_expression,托物言志,0.78,"[""self_expression""]","[[""抒怀"", ""寄托""]]",,,0.0,[],[],,0.78,True,False
983,196,水仙花,十二月,宋,王沂孙,庆宫春,memorial,悼念,0.92,"[""memorial""]","[[""悼念""]]",lover,爱人,0.82,"[""lover""]",[],,0.87,True,False
982,197,水仙花,十二月,宋,高观国,金人捧露盘,farewell,送别,0.9,"[""farewell"", ""self_expression""]","[[""分别""], [""寄托""]]",,,0.0,[],[],,0.9,True,False
979,198,水仙花,十二月,宋,无名氏,菩萨蛮,,,0.0,[],[],,,0.0,[],[],,0.0,False,True
975,199,水仙,十二月,清,陶孚尹,水仙花,,,0.0,[],[],family,家人,0.85,"[""family""]","[""高洁"", ""清雅"", ""凌波"", ""思念""]",高洁、清雅、凌波,0.85,True,False
966,200,水仙花,十二月,宋,刘攽,水仙花,,,0.0,[],[],,,0.0,[],[],,0.0,False,True
