ID,诗名,花名,朝代,月份,正文_preview,top10_tokens,top5_preview
515,水龙吟,杨花,宋,三月,似花还似非花，也无人惜从教坠。抛家傍路，思量却是，无情有思。,"[[""水"", 0.018776433542370796], [""又"", 0.010415961034595966], [""尘"", 0.010083570145070553], [""却"", 0.00973629392683506], [""里"", 0.009545750916004181], [""雨"", 0.008952467702329159], [""飞"", 0.008691012859344482], [""缀"", 0.008679716847836971], [""二"", 0.008433280512690544], [""池"", 0.008364984765648842]]",水、又、尘、却、里
516,水龙吟,杨花,明,三月,春闺忒恁愁人，已看尽落红翻坠。杨花更惨，连空映日，撩人情思。,"[[""蘋"", 0.01701914146542549], [""水"", 0.01640479639172554], [""荡"", 0.016282567754387856], [""泪"", 0.01199369877576828], [""辽"", 0.01195203885436058], [""雪"", 0.011777669191360474], [""城"", 0.011469963006675243], [""碎"", 0.011411994695663452], [""寻"", 0.011319858022034168], [""兰"", 0.010665010660886765]]",蘋、水、荡、泪、辽
521,木棉花歌,木棉花,清,三月,粵江二月三月天，千树万树朱花开。 有如尧射十日出沧海，更似魏,"[[""拟"", 0.019668690860271454], [""榴"", 0.01840512827038765], [""瑚"", 0.01825685426592827], [""气"", 0.01473681628704071], [""花"", 0.014654355123639107], [""炬"", 0.013927176594734192], [""风"", 0.013496597297489643], [""寒"", 0.012994599528610706], [""颜"", 0.012599949724972248], [""岭"", 0.012348128482699394]]",拟、榴、瑚、气、花
343,念奴娇,素馨,宋,四月,调冰弄雪，想花神清梦，徘徊南土。一夏天香收不起，付与蕊仙无语,"[[""轩"", 0.04193233326077461], [""茎"", 0.021819936111569405], [""云"", 0.021221283823251724], [""露"", 0.019922034814953804], [""愁"", 0.01849464513361454], [""帽"", 0.018459495157003403], [""蕊"", 0.017931940034031868], [""风"", 0.017379960045218468], [""川"", 0.016959430649876595], [""许"", 0.01675216108560562]]",轩、茎、云、露、愁
346,木 兰,木兰,宋,四月,"晓来随手抹新妆， 丰额蛾眉宫样黄。
铢衣洗就蔷薇露， 触处闻","[[""雪"", 0.03672041743993759], [""塘"", 0.03330265358090401], [""荷"", 0.028718335554003716], [""窗"", 0.027947070077061653], [""蔷"", 0.027883121743798256], [""松"", 0.02484709955751896], [""露"", 0.02290887013077736], [""夷"", 0.021731944754719734], [""霜"", 0.02143755927681923], [""香"", 0.018387963995337486]]",雪、塘、荷、窗、蔷
345,剪春罗,剪春罗,清,四月,二月春风机杼劳， 嫣红染就不胜娇。而今花样多翻覆， 劝尔留心,"[[""花"", 0.14133933186531067], [""心"", 0.0621676929295063], [""红"", 0.06205267086625099], [""嫣"", 0.04547586292028427], [""刀"", 0.04330935701727867], [""月"", 0.04266563057899475], [""娇"", 0.041174277663230896], [""春"", 0.03730381652712822], [""覆"", 0.036747630685567856], [""杼"", 0.035628072917461395]]",花、心、红、嫣、刀
339,绣 球,绣球,明,四月,"散作千花簇作团， 玲珑如琢巧如攒。
风来似欲拟明月， 好与三","[[""寒"", 0.03648323938250542], [""花"", 0.01215925719588995], [""杨"", 0.01055807713419199], [""香"", 0.008688341826200485], [""飞"", 0.00717591866850853], [""岭"", 0.006875921040773392], [""雌"", 0.006523044779896736], [""愁"", 0.006144892890006304], [""球"", 0.00531967356801033], [""叶"", 0.005132319871336222]]",寒、花、杨、香、飞
329,腊前月季,月季,宋,四月,"只道花无十日红， 此花无日不春风。
一尖已剥胭脂笔， 四破犹","[[""翠"", 0.04213995859026909], [""脂"", 0.04131031408905983], [""胭"", 0.027316495776176453], [""道"", 0.026218948885798454], [""包"", 0.024767450988292694], [""翡"", 0.02232370153069496], [""梅"", 0.020696263760328293], [""雪"", 0.02055373229086399], [""忘"", 0.019395390525460243], [""香"", 0.019177094101905823]]",翠、脂、胭、道、包
327,东风第一枝,玉兰,清,四月,细雨摶酥，好风搓粉，枝枝斜压阑槛。墙边无限玲珑，楼头许多掩冉,"[[""雨"", 0.02833886630833149], [""杏"", 0.020967204123735428], [""酥"", 0.020609308034181595], [""水"", 0.01918797940015793], [""蜂"", 0.017921481281518936], [""粉"", 0.017470715567469597], [""槛"", 0.017292145639657974], [""雾"", 0.015279601328074932], [""姿"", 0.014292800799012184], [""墙"", 0.013692921958863735]]",雨、杏、酥、水、蜂
321,梨 花,李花,元,四月,"渚宫花落雨霏霏， 春尽江南客未归。
多少东家蝴蝶梦， 相思并","[[""云"", 0.08945444971323013], [""花"", 0.07463441789150238], [""渚"", 0.07327619940042496], [""彩"", 0.051151957362890244], [""蝶"", 0.043145570904016495], [""雨"", 0.043102774769067764], [""梦"", 0.038439538329839706], [""家"", 0.03661526367068291], [""飞"", 0.03251267224550247], [""霏"", 0.027577117085456848]]",云、花、渚、彩、蝶
228,桃 花,桃花,明,四月,"神仙拥出蓬莱宫， 罗帷绣幕围香风。
云鬓绕绕梳翡翠， 顔滴滴","[[""香"", 0.031298331916332245], [""花"", 0.027906345203518867], [""桃"", 0.017544155940413475], [""半"", 0.017457708716392517], [""寒"", 0.015553385950624943], [""阳"", 0.014260873198509216], [""殊"", 0.013838877901434898], [""翠"", 0.01353466883301735], [""莲"", 0.013487868942320347], [""绣"", 0.012861589901149273]]",香、花、桃、半、寒
291,画堂春,杏花,明,四月,轻阴池馆水平桥， 一番弄雨花梢。微寒著处不胜娇，此际魂销。 ,"[[""门"", 0.040637072175741196], [""雨"", 0.03554997220635414], [""水"", 0.029271472245454788], [""粉"", 0.02897176332771778], [""花"", 0.028848595917224884], [""池"", 0.02686298079788685], [""梢"", 0.02510390244424343], [""香"", 0.02268064208328724], [""玉"", 0.02150597982108593], [""堤"", 0.01917610689997673]]",门、雨、水、粉、花
259,定风波,桃花,宋,四月,墙上夭桃簌簌红，巧随轻絮入帘拢。自是芳心贪结子，翻使、惜花人,"[[""帘"", 0.07770960032939911], [""露"", 0.0422552265226841], [""萼"", 0.03865803778171539], [""门"", 0.037875182926654816], [""水"", 0.029381968080997467], [""五"", 0.023447496816515923], [""武"", 0.02305447869002819], [""簌"", 0.02196679450571537], [""风"", 0.02155127190053463], [""结"", 0.019710147753357887]]",帘、露、萼、门、水
260,露 华,桃花,宋,四月,晚寒伫立，记铅轻黛浅，初认冰魂。紺罗衬玉，犹凝茸唾香痕。净洗,"[[""寒"", 0.020266922190785408], [""香"", 0.0201684832572937], [""色"", 0.018323544412851334], [""根"", 0.01816146820783615], [""茸"", 0.017698144540190697], [""燕"", 0.017687508836388588], [""雪"", 0.017599139362573624], [""月"", 0.0165715329349041], [""粉"", 0.015776334330439568], [""叶"", 0.015708742663264275]]",寒、香、色、根、茸
266,杏‘ 花,杏花,宋,四月,"石梁度空旷， 茅屋临清炯。
俯窥娇娆杏， 未觉身胜影。
嫣如","[[""井"", 0.1329478770494461], [""帐"", 0.10766278207302094], [""宫"", 0.0629245862364769], [""娇"", 0.03844205290079117], [""阳"", 0.035635605454444885], [""杏"", 0.03446236252784729], [""茅"", 0.03397563844919205], [""波"", 0.03385469317436218], [""清"", 0.02997809834778309], [""含"", 0.029915083199739456]]",井、帐、宫、娇、阳
255,潘岳爱桃,桃花,明,四月,"潘郎本自爱桃花， 种向河阳几万家。
也有长官如孟子， 还除花","[[""桑"", 0.12458579987287521], [""孟"", 0.0935932993888855], [""河"", 0.06485907733440399], [""麻"", 0.051989052444696426], [""桃"", 0.05177963152527809], [""花"", 0.05079278349876404], [""阳"", 0.04920462891459465], [""官"", 0.040761541575193405], [""潘"", 0.04003393277525902], [""有"", 0.022584792226552963]]",桑、孟、河、麻、桃
268,杏 花,杏花,唐,四月,"。居邻北郭古寺空， 杏花两株能白红。
曲江满园不可到， 看此","[[""雨"", 0.047301191836595535], [""枫"", 0.028396161273121834], [""榴"", 0.025300923734903336], [""黄"", 0.02280271425843239], [""猿"", 0.021943634375929832], [""山"", 0.021029606461524963], [""红"", 0.01828858070075512], [""蕊"", 0.01487711165100336], [""更"", 0.013141173869371414], [""钩"", 0.012224387377500534]]",雨、枫、榴、黄、猿
286,游园不值,杏花,宋,四月,"应嫌屐齿印苍苔， 十扣柴扉九不开。
春色满园关不住， 一枝红","[[""苔"", 0.09252458065748215], [""苍"", 0.08375032246112823], [""红"", 0.07042841613292694], [""春"", 0.055773407220840454], [""枝"", 0.052195820957422256], [""屐"", 0.05153654143214226], [""扉"", 0.04617103934288025], [""关"", 0.04525758698582649], [""杏"", 0.03865540400147438], [""色"", 0.0384681299328804]]",苔、苍、红、春、枝
542,浪淘沙,芍药,宋,四月,鶗鹪怨花残，谁道春阑？多情芍药待君看。浓淡晓妆新意态，独占西,"[[""山"", 0.05506092309951782], [""叶"", 0.04737107828259468], [""云"", 0.046836741268634796], [""园"", 0.03998873382806778], [""鶗"", 0.03871646523475647], [""鹪"", 0.034301821142435074], [""楼"", 0.026501011103391647], [""五"", 0.02475571073591709], [""月"", 0.02456236444413662], [""花"", 0.024086153134703636]]",山、叶、云、园、鶗
543,水龙吟,芍药,宋,四月,杜鹃啼老春红，翠阴满眼愁无奈。飞来何处，凤并鸾驭，霞裾云佩。,"[[""梢"", 0.023247193545103073], [""帽"", 0.023010695353150368], [""尊"", 0.020502742379903793], [""阳"", 0.019863728433847427], [""露"", 0.018437232822179794], [""裾"", 0.018279079347848892], [""鹃"", 0.017872389405965805], [""檐"", 0.01770440675318241], [""佩"", 0.017474792897701263], [""风"", 0.016564274206757545]]",梢、帽、尊、阳、露
544,望海潮,芍药,宋,四月,人间花老，天涯春去，扬州别是风光。红药万株，佳名千种，天然浩,"[[""江"", 0.023305602371692657], [""阳"", 0.01575438678264618], [""州"", 0.01534957718104124], [""观"", 0.01381197851151228], [""名"", 0.013794399797916412], [""洧"", 0.013790453784167767], [""花"", 0.013562118634581566], [""堂"", 0.011441167443990707], [""蕊"", 0.011114700697362423], [""屏"", 0.010380624793469906]]",江、阳、州、观、名
559,定风波,杜鹃,宋,四月,百紫千红过了春，杜鹃声苦不堪闻。却解啼教春小住。风雨，空山招,"[[""雨"", 0.04025571793317795], [""山"", 0.030716393142938614], [""血"", 0.026267345994710922], [""染"", 0.02540685422718525], [""风"", 0.019682353362441063], [""春"", 0.01761765219271183], [""红"", 0.017553238198161125], [""日"", 0.017400220036506653], [""解"", 0.016689736396074295], [""啼"", 0.01667734421789646]]",雨、山、血、染、风
564,赋虞美人草,虞美人,宋,四月,"夜阑浩歌起， 玉帐生悲风。
江东可千里， 弃妾蓬蒿中。
化石","[[""蒿"", 0.12611164152622223], [""夜"", 0.0790175125002861], [""江"", 0.05019334703683853], [""玉"", 0.044317420572042465], [""蓬"", 0.0423552468419075], [""妾"", 0.03399327024817467], [""望"", 0.031341105699539185], [""歌"", 0.028231153264641762], [""语"", 0.023345762863755226], [""草"", 0.02294890396296978]]",蒿、夜、江、玉、蓬
569,虞美人,虞美人,清,四月,君王意气尽江东， 贱妾何堪入汉宫！碧血化为江上草， 花开更比,"[[""花"", 0.1076011061668396], [""血"", 0.08778700232505798], [""鹃"", 0.08440061658620834], [""碧"", 0.0829392671585083], [""江"", 0.045974522829055786], [""气"", 0.04414292797446251], [""草"", 0.0410747192800045], [""红"", 0.03574645146727562], [""意"", 0.03108285181224346], [""汉"", 0.029270470142364502]]",花、血、鹃、碧、江
610,石竹花,石竹,宋,五月,真竹乃不花， 尔独艳暮春。何妨儿女眼， 谓尔胜霜筠。世无王子,"[[""花"", 0.08093680441379547], [""霜"", 0.05006740242242813], [""竹"", 0.0365445502102375], [""真"", 0.03183859959244728], [""王"", 0.024036873131990433], [""筠"", 0.02054869383573532], [""子"", 0.018336456269025803], [""暮"", 0.014253582805395126], [""眼"", 0.012966337613761425], [""不"", 0.012077662162482738]]",花、霜、竹、真、王
600,西园石榴开,榴花,宋,五月,"荒台野径共跻攀， 正见榴花出短垣。
绿叶晚莺啼处密， 红房初","[[""榴"", 0.04697846621274948], [""花"", 0.04382665455341339], [""垣"", 0.04144402965903282], [""台"", 0.03985695540904999], [""簟"", 0.03938082978129387], [""荒"", 0.03762422502040863], [""啼"", 0.029149143025279045], [""繁"", 0.027786828577518463], [""叶"", 0.027276352047920227], [""旌"", 0.02645265869796276]]",榴、花、垣、台、簟
595,咏邻女东窗海石榴,榴花,唐,五月,"鲁女东窗下， 海榴世所稀。
珊瑚映绿水， 未足比光辉。
清香","[[""榴"", 0.06254273653030396], [""瑚"", 0.05194096639752388], [""绿"", 0.0514749139547348], [""窗"", 0.04713030904531479], [""金"", 0.046347662806510925], [""鲁"", 0.03389301523566246], [""枝"", 0.03029887191951275], [""映"", 0.026631372049450874], [""香"", 0.02432025969028473], [""扉"", 0.021687651053071022]]",榴、瑚、绿、窗、金
596,赋园中所有,榴花,宋,五月,"堂后病石榴， 及时亦开花。
身病花不齐， 火候渐已差。
芳心","[[""堂"", 0.07585065066814423], [""邻"", 0.0629030242562294], [""榴"", 0.052311114966869354], [""萼"", 0.0381769984960556], [""瓜"", 0.03771448880434036], [""花"", 0.03084395080804825], [""娜"", 0.022410890087485313], [""子"", 0.020256873220205307], [""华"", 0.017032049596309662], [""槎"", 0.016938524320721626]]",堂、邻、榴、萼、瓜
597,榴 花,榴花,明,五月,"团团复亭亭， 园子巧相竟。
都下朝千盆， 花市此为盛。
我独","[[""盆"", 0.076121985912323], [""花"", 0.040780358016490936], [""绿"", 0.03372979536652565], [""亭"", 0.033432550728321075], [""市"", 0.03160948306322098], [""高"", 0.03018708899617195], [""园"", 0.02936663292348385], [""团"", 0.029188938438892365], [""名"", 0.026899177581071854], [""参"", 0.023552116006612778]]",盆、花、绿、亭、市
608,贺新郎,榴花,宋,五月,乳燕飞华屋，悄无人、桐阴转午，晚凉新浴。手弄生绡白团扇，扇手,"[[""帘"", 0.039866894483566284], [""燕"", 0.03192389756441116], [""蕊"", 0.02723831869661808], [""泪"", 0.024369940161705017], [""清"", 0.02098851278424263], [""榴"", 0.02057477831840515], [""户"", 0.018714912235736847], [""浪"", 0.018460966646671295], [""飞"", 0.01804562658071518], [""扇"", 0.015784841030836105]]",帘、燕、蕊、泪、清
598,榴 花,榴花,金,五月,"山茶赤黄桃绛白， 戎葵米囊不入格。
庭中忽见安石榴， 叹息花","[[""花"", 0.01458248496055603], [""山"", 0.012410571798682213], [""州"", 0.00980675034224987], [""方"", 0.008821167051792145], [""囊"", 0.008705426007509232], [""水"", 0.007690610829740763], [""赤"", 0.006647944916039705], [""种"", 0.006561168469488621], [""葵"", 0.006334844045341015], [""黄"", 0.0062002986669540405]]",花、山、州、方、囊
615,栀 子,栀子花,宋,五月,"一根曾寄小峰峦， 薝荀香清水影寒。
玉质自然无暑意， 更宜移","[[""峰"", 0.1349828988313675], [""薝"", 0.11430734395980835], [""影"", 0.07545552402734756], [""玉"", 0.06253542751073837], [""峦"", 0.059258025139570236], [""根"", 0.049469031393527985], [""暑"", 0.04786805063486099], [""寒"", 0.04020904749631882], [""香"", 0.039347290992736816], [""荀"", 0.03066287375986576]]",峰、薝、影、玉、峦
599,海 榴,榴花,唐,五月,"海榴开似火， 先解报春风。
叶乱裁笺绿， 花宜插髻红。
蜡珠","[[""榴"", 0.0831553265452385], [""笑"", 0.060362156480550766], [""火"", 0.031301166862249374], [""叶"", 0.028418496251106262], [""髻"", 0.025217458605766296], [""郑"", 0.024516571313142776], [""彩"", 0.02308218739926815], [""红"", 0.02295401133596897], [""绿"", 0.02280208095908165], [""蒂"", 0.021539859473705292]]",榴、笑、火、叶、髻
614,雨过山村,栀子花,唐,五月,"雨里鸡鸣一两家， 竹溪村路板桥斜。
妇姑相唤浴蚕去， 闲着中","[[""山"", 0.025379857048392296], [""关"", 0.01969815604388714], [""桑"", 0.01594766601920128], [""田"", 0.013885023072361946], [""唱"", 0.012619380839169025], [""鸣"", 0.01231138501316309], [""竹"", 0.01197017915546894], [""蚕"", 0.010073398239910603], [""征"", 0.00988201703876257], [""鸡"", 0.009226473048329353]]",山、关、桑、田、唱
601,榴 花,榴花,宋,五月,"窈窕安榴花， 乃是西邻树。
坠萼可怜人， 风吹落幽户。","[[""榴"", 0.2979802191257477], [""萼"", 0.12650905549526215], [""风"", 0.06042221933603287], [""邻"", 0.038462843745946884], [""花"", 0.03474409878253937], [""吹"", 0.03397214040160179], [""户"", 0.033248450607061386], [""西"", 0.03035629726946354], [""幽"", 0.029776964336633682], [""落"", 0.02801065519452095]]",榴、萼、风、邻、花
603,榴 花,榴花,唐,五月,"五月榴花照眼明， 枝间时见子初成。
可怜此地无车马， 颠倒青","[[""苔"", 0.15627986192703247], [""榴"", 0.07601290196180344], [""英"", 0.0673031210899353], [""车"", 0.06044594570994377], [""枝"", 0.05651139095425606], [""马"", 0.051603052765131], [""明"", 0.050817400217056274], [""花"", 0.04723851755261421], [""绛"", 0.042568933218717575], [""眼"", 0.03407980129122734]]",苔、榴、英、车、枝
607,庆清朝,榴花,宋,五月,玉局歌残，金陵句绝，年年负却薰风。西邻窈窕，独怜入户飞红。前,"[[""苔"", 0.01021464355289936], [""山"", 0.009757842868566513], [""蒂"", 0.00801936723291874], [""车"", 0.007210335228592157], [""榴"", 0.006698643788695335], [""飞"", 0.006295848172158003], [""花"", 0.00616227462887764], [""枝"", 0.006028118543326855], [""风"", 0.005960388109087944], [""叶"", 0.0056285010650753975]]",苔、山、蒂、车、榴
612,赋石竹,石竹,元,五月,"短篱新见出梢梢， 葱倩都无尺许高。
茜色芳葩工点缀， 莫教容","[[""蒿"", 0.07067982852458954], [""尺"", 0.05160631239414215], [""梢"", 0.04989517480134964], [""篱"", 0.044313136488199234], [""葱"", 0.04075914993882179], [""教"", 0.03460590913891792], [""混"", 0.03374030813574791], [""芳"", 0.03338354825973511], [""点"", 0.03118630312383175], [""蓬"", 0.030571237206459045]]",蒿、尺、梢、篱、葱
609,石竹咏,石竹,唐,五月,萎萋结绿枝， 煜煜垂朱英。常恐零露降， 不得全其生。叹息聊自,"[[""萋"", 0.029546314850449562], [""英"", 0.024452919140458107], [""朱"", 0.024068297818303108], [""露"", 0.02315736748278141], [""煜"", 0.022585563361644745], [""枝"", 0.018855106085538864], [""化"", 0.01606515794992447], [""绿"", 0.015455318614840508], [""情"", 0.0146656334400177], [""常"", 0.014101342298090458]]",萋、英、朱、露、煜
611,石竹花,石竹,宋,五月,春归幽谷始成丛， 地面芬敷浅浅红。车马不临谁见赏？ 可怜亦解,"[[""红"", 0.10139050334692001], [""谷"", 0.09233270585536957], [""车"", 0.08360964059829712], [""风"", 0.07869860529899597], [""丛"", 0.03989092633128166], [""浅"", 0.0378706119954586], [""春"", 0.036674562841653824], [""归"", 0.02840599976480007], [""幽"", 0.028374118730425835], [""马"", 0.025991743430495262]]",红、谷、车、风、丛
872,题菊花,菊花,唐,六月,"飒飒西风满院栽， 蕊寒香冷蝶难来。
他年我若为青帝， 报与桃","[[""风"", 0.14305797219276428], [""花"", 0.09498484432697296], [""蕊"", 0.06583046168088913], [""蝶"", 0.06077776104211807], [""寒"", 0.048444394022226334], [""帝"", 0.04844105243682861], [""青"", 0.04309256002306938], [""西"", 0.03873160108923912], [""桃"", 0.037978511303663254], [""院"", 0.03151245415210724]]",风、花、蕊、蝶、寒
663,白 莲,木芙蓉,唐,六月,"素花多蒙别艳欺， 此花端合在瑶池。
无情有恨何人见？ 月晓风","[[""池"", 0.08996209502220154], [""恨"", 0.07706288993358612], [""花"", 0.05542900413274765], [""堕"", 0.05205125734210014], [""情"", 0.05172291398048401], [""风"", 0.04785560071468353], [""人"", 0.04525315761566162], [""月"", 0.044439464807510376], [""欺"", 0.03945143520832062], [""清"", 0.037843938916921616]]",池、恨、花、堕、情
642,张静婉采莲曲,荷花,唐,六月,"兰膏坠发红玉春， 燕钗拖颈抛盘云。
城西杨柳向桥晚， 门前沟","[[""雨"", 0.03708581253886223], [""香"", 0.019616931676864624], [""膏"", 0.017987605184316635], [""烟"", 0.017586112022399902], [""愁"", 0.015497418120503426], [""柳"", 0.01504230685532093], [""月"", 0.014468634501099586], [""玛"", 0.013834243640303612], [""露"", 0.013340100646018982], [""鶒"", 0.010684706270694733]]",雨、香、膏、烟、愁
704,水龙吟白莲,虞美人,宋,六月,翠云遥拥环妃，夜深按彻霓裳舞。铅华净洗，涓涓出浴，盈盈解语。,"[[""凉"", 0.018874656409025192], [""袜"", 0.017683720216155052], [""雨"", 0.017429981380701065], [""山"", 0.01636604778468609], [""寒"", 0.01625312678515911], [""夜"", 0.015459723770618439], [""洗"", 0.014600644819438457], [""顾"", 0.013099705800414085], [""语"", 0.013036633841693401], [""解"", 0.012022953480482101]]",凉、袜、雨、山、寒
639,奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教,荷花,唐,六月,nan,[],
638,采莲曲,荷花,唐,六月,采莲归，绿水芙蓉衣，秋风起浪凫雁飞。桂棹兰桡下长浦，罗裙玉腕,"[[""寒"", 0.023439936339855194], [""物"", 0.009492512792348862], [""翠"", 0.009470836259424686], [""花"", 0.009111057035624981], [""浦"", 0.008103933185338974], [""裙"", 0.007805254776030779], [""潭"", 0.007631364744156599], [""叶"", 0.007582251913845539], [""莲"", 0.0070852115750312805], [""风"", 0.006804030388593674]]",寒、物、翠、花、浦
696,玉楼春,木芙蓉,明,六月,娟娟片月涵秋影，低照银塘光不定。绿云冉冉粉初匀，玉露泠泠香自,"[[""花"", 0.05801909789443016], [""塘"", 0.033255040645599365], [""香"", 0.024593111127614975], [""云"", 0.024046408012509346], [""冉"", 0.02079359069466591], [""粉"", 0.0203043594956398], [""冷"", 0.020007586106657982], [""镜"", 0.019615670666098595], [""碧"", 0.01950470544397831], [""心"", 0.01894546113908291]]",花、塘、香、云、冉
637,观鑫,荷花,清,六月,"清池莹人心， 俯见荷叶背。
南塘非不佳， 无此青钱盖。
沈沈","[[""荷"", 0.01651284098625183], [""花"", 0.015019893646240234], [""镜"", 0.014615792781114578], [""昂"", 0.012881241738796234], [""叶"", 0.012833788059651852], [""巫"", 0.012622451409697533], [""心"", 0.011382311582565308], [""簸"", 0.011241521686315536], [""濂"", 0.010525219142436981], [""捧"", 0.009804273955523968]]",荷、花、镜、昂、叶
636,采莲曲,荷花,金,六月,"洋洋长江水， 渺渺涨平湖。
田田青茄荷， 艳艳红芙藥。
酣酣","[[""荷"", 0.042584147304296494], [""茄"", 0.03920804336667061], [""田"", 0.036182451993227005], [""凉"", 0.032616183161735535], [""江"", 0.030626967549324036], [""鸳"", 0.029821239411830902], [""波"", 0.029340771958231926], [""蒲"", 0.02554950676858425], [""日"", 0.023257890716195107], [""鱼"", 0.019630875438451767]]",荷、茄、田、凉、江
699,踏莎行,虞美人,宋,六月,杨柳回塘，鸳鸯别浦。绿萍涨断莲舟路。断无蜂蝶慕幽香，红衣脱尽,"[[""云"", 0.04385773837566376], [""心"", 0.04037375748157501], [""雨"", 0.033683422952890396], [""浦"", 0.02385685220360756], [""蝶"", 0.019758684560656548], [""却"", 0.01963917911052704], [""柳"", 0.01867932640016079], [""蜂"", 0.01847216859459877], [""照"", 0.018441900610923767], [""萍"", 0.018395161256194115]]",云、心、雨、浦、蝶
