row_idx,ID,诗名,花名,朝代
554,536,咏芍药,芍药,金
555,537,芍 药,芍药,唐
556,538,华严院西轩见芍药,芍药,宋
557,539,谢赵生惠芍药(其三),芍药,宋
558,540,咏一捻红芍药,芍药,清
559,541,白芍药,芍药,清
560,542,浪淘沙,芍药,宋
561,543,水龙吟,芍药,宋
562,544,望海潮,芍药,宋
563,545,紫躑躅,杜鹃,唐
564,546,山石榴寄元九,杜鹃,唐
565,547,杜鹃花,杜鹃,唐
566,548,玉泉寺南三里涧下多深红躑躅，繁艳殊常,杜鹃,唐
567,549,杜鹃花,杜鹃,宋
568,550,宣城见杜鹃花,杜鹃,唐
569,551,寄李渤,杜鹃,唐
570,552,戏问山石榴,杜鹃,唐
571,553,山石榴,杜鹃,唐
572,554,叹灵鹫寺山石榴,杜鹃,唐
573,555,送杜鹃花,杜鹃,唐
574,556,杜鹃花,杜鹃,宋
575,557,杜鹃花,杜鹃,清
576,558,浪淘沙,杜鹃,宋
577,559,定风波,杜鹃,宋
578,560,山枇杷,杜鹃,唐
579,561,唐昌观玉蕊花拆，有仙人游，怅然成二绝(其二),玉蕊花,唐
580,562,和严给事闻唐昌观玉蕊花下有游仙二首(其一),玉蕊花,唐
581,563,唐昌观玉蕊花,玉蕊花,唐
582,564,赋虞美人草,虞美人,宋
583,565,虞美人花,虞美人,清
584,566,咏虞美人草,虞美人,明
585,567,咏虞美人草,虞美人,宋
586,568,咏虞美人草,虞美人,宋
587,569,虞美人,虞美人,清
588,570,虞美人,虞美人,宋
589,571,浪淘沙,虞美人,宋
590,572,米囊花,罂粟,宋
591,573,罂粟花,罂粟,清
592,574,含笑花,含笑,宋
593,575,含 笑,含笑,宋
594,576,闻傅氏庄紫笑花开，急棹小舟观之,含笑,宋
595,577,含笑花,含笑,宋
596,578,咏慎郎中园木香,木香,宋
597,579,木 香,木香,宋
598,580,司直巡官无绪移到玫瑰花,玫瑰,唐
599,581,红玫瑰,玫瑰,宋
600,582,合欢诗,合欢,晋
601,583,东墙夜合树去秋为风雨所摧，今年花时，帐然有感,合欢,唐
602,584,中书东厅夜合,合欢,宋
603,585,夜合花,合欢,明
604,586,合欢花,合欢,明
605,587,夜合花,合欢,清
606,588,辛夷坞,辛夷,唐
607,589,辛 夷,辛夷,明
608,590,木莲花,辛夷,清
609,591,题灵隐寺红辛夷戏酬光上人,辛夷,唐
610,592,二辛夷,辛夷,唐
611,593,木笔花,辛夷,明
612,594,路旁棣棠花,棣棠,宋
613,1024,贺新郎（客赠芍药）,芍药,宋
614,1026,虞美人草行,虞美人,宋
615,1027,虞美人,虞美人,宋
616,1025,山枇杷,山枇杷,唐
617,1017,蝶恋花,梨花,宋
618,1015,清平乐,杏花,金
619,1014,南圃杏花,棣棠,唐
620,1010,桃花行,桃花,清
621,595,咏邻女东窗海石榴,榴花,唐
622,596,赋园中所有,榴花,宋
623,597,榴 花,榴花,明
624,598,榴 花,榴花,金
625,599,海 榴,榴花,唐
626,600,西园石榴开,榴花,宋
627,601,榴 花,榴花,宋
628,602,咏石榴花,榴花,元
629,603,榴 花,榴花,唐
630,604,山寺看海榴花,榴花,唐
631,605,榴 花,榴花,元
632,606,南歌子,榴花,元
633,607,庆清朝,榴花,宋
634,608,贺新郎,榴花,宋
635,609,石竹咏,石竹,唐
636,610,石竹花,石竹,宋
637,611,石竹花,石竹,宋
638,612,赋石竹,石竹,元
639,613,咏栀子花,栀子花,明
640,614,雨过山村,栀子花,唐
641,615,栀 子,栀子花,宋
642,616,蜀 葵,蜀葵,明
643,617,春日忆山中故居,桐花,清
644,618,桐,桐花,清
645,619,采莲曲,莲花,南朝梁
646,620,采莲,莲花,南朝梁
647,621,采莲曲,莲花,南朝梁
648,622,咏江南可采莲,莲花,南朝梁
649,623,赋得涉江采芙蓉,莲花,南朝陈
650,624,咏同心芙蓉,莲花,隋
651,625,采莲曲,莲花,隋
652,626,秋池一株莲,莲花,隋
653,627,古 风(其二十六),莲花,唐
654,628,折荷有赠,莲花,唐
655,629,子夜吴歌(其二),莲花,唐
656,630,越 女,莲花,唐
657,631,东林寺白莲,莲花,唐
658,632,京兆府新栽莲·,莲花,唐
659,633,与王郎昆仲及儿子迈绕城观荷,莲花,宋
660,634,荷花,莲花,宋
661,635,玉井事观荷,荷花,宋
662,636,采莲曲,荷花,金
663,637,观鑫,荷花,清
664,638,采莲曲,荷花,唐
665,639,奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教,荷花,唐
666,640,古 意,荷花,唐
667,641,赠荷花,荷花,唐
668,642,张静婉采莲曲,荷花,唐
669,643,古采莲,荷花,元
670,644,莲塘曲,荷花,元
671,645,徐两山寄莲花,荷花,明
672,646,晚 莲,荷花,唐
673,647,莲塘霁望,荷花,唐
674,648,新荷出水,荷花,宋
675,649,三益堂芙蓉,荷花,元
676,650,并·蒂莲花,荷花,明
677,651,芙藻,荷花,晋
678,652,曲池荷,荷花,唐
679,653,莲 叶,荷花,唐
680,654,芙 蓉,荷花,唐
681,655,白 莲,木芙蓉,宋
682,656,莲 塘,木芙蓉,宋
683,657,和文与可菡萏轩,木芙蓉,宋
684,658,采莲曲,木芙蓉,明
685,659,采莲曲,木芙蓉,明
686,660,秋 荷,木芙蓉,清
687,661,采莲曲二首(其二),木芙蓉,唐
688,662,莲 叶,木芙蓉,唐
689,663,白 莲,木芙蓉,唐
690,664,采 莲,木芙蓉,五代
691,665,雨中荷花,木芙蓉,宋
692,666,荷 叶,木芙蓉,宋
693,667,荷 花,木芙蓉,宋
694,668,横 湖,荷花,宋
695,669,晓出净慈寺送林子方,荷花,宋
696,670,再赋郡沼双莲,荷花,宋
697,671,立秋后二日泛舟越来溪,荷花,宋
698,672,荷 花,荷花,宋
699,673,梦行荷花万顷中,荷花,宋
700,674,荷 亭,荷花,宋
701,675,新 荷,荷花,宋
702,676,荷 叶,荷花,宋
703,677,荷 花,荷花,金
704,678,荷叶露,荷花,金
705,679,藕 花,荷花,明
706,680,再过露筋祠,荷花,清
707,681,芙 蓉,荷花,清
708,682,临平道中看荷花，同朱冰壑、陈渔沂,木芙蓉,清
709,683,如梦令,木芙蓉,宋
710,684,乌夜啼,木芙蓉,宋
711,685,昭君怨,木芙蓉,宋
712,686,采桑子,木芙蓉,宋
713,687,菩萨蛮,木芙蓉,宋
714,688,清平乐,木芙蓉,宋
715,689,摊破浣溪沙,木芙蓉,五代
716,690,太常引,木芙蓉,元
717,691,鹪鸪天,木芙蓉,金
718,692,，荷叶杯,木芙蓉,清
719,693,蝶恋花,木芙蓉,宋
720,694,渔家傲,木芙蓉,宋
721,695,浪淘沙,木芙蓉,清
722,696,玉楼春,木芙蓉,明
723,697,苏幕遮,虞美人,宋
724,698,燕归梁,虞美人,宋
725,699,踏莎行,虞美人,宋
726,700,隔浦莲近拍,虞美人,清
727,701,惜红衣,虞美人,宋
728,702,洞仙歌令,虞美人,宋
729,703,水龙吟,虞美人,宋
730,704,水龙吟白莲,虞美人,宋
731,705,水龙吟,虞美人,宋
732,706,"《迈陂塘》摸
鱼
儿
·
问
莲
根
有
丝
多
少",莲花,金
733,707,迈陂塘,虞美人,元
734,708,念奴娇,虞美人,宋
735,709,抹丽花,茉莉,清
736,710,莱 莉,茉莉,宋
737,711,茉莉花,茉莉,宋
738,712,莱 莉,茉莉,宋
739,713,莱 莉,茉莉,清
740,714,莱莉花,茉莉,明
741,715,题茉莉,茉莉,明
742,716,莱 莉,茉莉,宋
743,717,莱 莉,茉莉,宋
744,718,莱 莉,茉莉,宋
745,719,莱 莉,茉莉,宋
746,720,莱 莉,茉莉,元
747,721,南柯子,茉莉,宋
748,722,玉 簪,玉簪花,元
749,723,玉,玉簪花,唐
750,724,玉 簪,玉簪花,宋
751,725,玉 簪,玉簪花,宋
752,726,玉簪花,玉簪花,宋
753,727,玉 簪,玉簪花,明
754,728,玉簪花,玉簪花,清
755,729,柳梢青,玉簪花,清
756,730,东风第一枝,玉簪花,元
757,731,有木诗,玉簪花,唐
758,732,瞻木轩,玉簪花,明
759,733,凌霄花,玉簪花,宋
760,734,凌霄花,凌霄花,宋
761,735,对萱草,萱草,唐
762,736,萱 草,萱草,明
763,737,萱 草,萱草,唐
764,738,酬梦得比萱草见赠,萱草,唐
765,739,游子吟,萱草,唐
766,740,萱 草,萱草,宋
767,741,忘忧花,萱草,唐
768,742,凤仙花,凤仙花,唐
769,743,金凤花,凤仙花,宋
770,744,山丹花,凤仙花,宋
771,745,秋 槿,木槿,唐
772,746,白槿花,木槿,元
773,747,槿,木槿,明
774,748,槿 花(其-),木槿,唐
775,749,咏槿花,木槿,唐
776,750,咏木槿树題武进文明府厅,木槿,唐
777,751,题槿花,木槿,唐
778,752,红槿花,木槿,唐
779,753,槿 花,木槿,唐
780,754,秋海棠,木槿,清
781,755,白秋海棠,秋海棠,清
782,756,白秋海棠,秋海棠,清
783,757,大悲寺秋海棠,秋海棠,清
784,758,秋海棠,秋海棠,清
785,759,南柯子,秋海棠,清
786,760,蝶恋花,秋海棠,清
787,761,蓼 滩,蓼花,明
788,762,蓼 花,蓼花,唐
789,763,水 药,蓼花,宋
790,764,蓼 花,蓼花,宋
791,765,和文与可蓼屿,蓼花,宋
792,766,水 药,蓼花,宋
793,767,行香子,蓼花,宋
794,768,迷仙引,蓼花,清
795,769,广陵送客，次郑兰玉赋蓼花韵,蓼花,元
796,770,水龙吟蓼花,蓼花,清
797,771,鸡冠花.,鸡冠花,唐
798,772,白鸡冠,鸡冠花,宋
799,773,咏鸡冠花,鸡冠花,宋
800,774,题画鸡冠花,鸡冠花,元
801,775,牵牛花,牵牛花,宋
802,776,牵牛花(其一),牵牛花,宋
803,777,牵牛花(其二),牵牛花,宋
804,778,牵牛花,牵牛花,宋
805,779-01,牵牛花,牵牛花,宋
806,779-02,紫 薇,紫薇,明
807,780,紫薇花,紫薇,唐
808,781,紫 薇,紫薇,宋
809,782,同儿曹赋芦花,芦花,金
810,783,芦 花,芦花,明
811,784,芦花,芦花,唐
812,785,渔 翁,芦花,元
813,786,葵,向日葵,宋
814,787,秋日杂兴,向日葵,宋
815,788,秋 葵,向日葵,明
816,789,金钗股,金银花,清
817,790,金银花,金银花,清
818,791,曼陀罗,曼陀罗,宋
819,792,春桂问答二首,桂花,唐
820,793,咏 桂,桂花,唐
821,794,临轩桂,桂花,宋
822,795,谢人寄双桂树子,桂花,宋
823,796,桂 花,桂花,元
824,797,山中桂,桂花,唐
825,798,岩 桂,桂花,宋
826,799,岩 桂,桂花,宋
827,800,八月十七日天竺山送桂花分贈元素,桂花,宋
828,801,昨日访子上不遇，徘徊庭砌，观木犀而归，再以七言乞数枝,桂花,宋
829,802,岩 桂,桂花,宋
830,803,月 桂,桂花,明
831,804,东城桂,桂花,唐
832,805,双桂咏,桂花,唐
833,806,天竺寺八月十五日夜桂子,桂花,唐
834,807,微雨中赏月桂独酌,桂花,宋
835,808,凝露堂木犀,桂花,宋
836,809,桂花二首,桂花,宋
837,810,咏岩桂,桂花,宋
838,811,浣溪沙,桂花,宋
839,812,绍兴戊午姑苏郡斋怀归赋,桂花,宋
840,813,霜天晓角,桂花,宋
841,814,清平乐,桂花,宋
842,815,清平乐,桂花,宋
843,816,水调歌头,桂花,元
844,817,古香慢,桂花,宋
845,818,黄蜀葵,秋葵,唐
846,819,黄蜀葵,秋葵,清
847,820,黄葵,秋葵,唐
848,821,黄蜀葵花,秋葵,唐
849,822,秋，,秋葵,宋
850,823,黄蜀葵,秋葵,宋
851,824,菩萨蛮,秋葵,宋
852,825,园榭秋光都占尽， 故应冰雪有奇文。,秋兰,宋
853,826,题郑所南兰,秋兰,元
854,827,滴滴金,滴滴金,宋
855,828,金钱花,金钱花,唐
856,829,咏金钱花,金钱花,唐
857,830,金钱花,金钱花,清
858,831,采莲曲,蘋花,宋
859,832,蘋 花,蘋花,清
860,848-01,汝济夜过同以行对菊花,菊花,明
861,849-01,前菊会,菊花,明
862,850-01,九 日,菊花,明
863,851-01,同程穆倩访周元亮司农，留饮寓园观菊，兼示所藏书册,菊花,清
864,852-01,酬皇甫郎中对新菊花见忆,菊花,唐
865,853-01,刘员外寄移菊,菊花,唐
866,854-01,和鲁望白菊,菊花,唐
867,855-01,戏题菊花,菊花,宋
868,856-01,晚香轩,菊花,明
869,857-01,晚香轩,菊花,明
870,858-01,六月菊,菊花,清
871,859-01,菊花诗,菊花,清
872,860-01,咏 菊,菊花,晋
873,861-01,江行无题(其四),菊花,唐
874,862-01,江行无题(其九),菊花,唐
875,863-01,残 菊,菊花,宋
876,864-01,菊,菊花,宋
877,865-01,菊 躁,菊花,明
878,866-01,对 菊,菊花,明
879,867-01,周镐送白菊乞诗(其一),菊花,明
880,868-01,周镐送白菊乞诗(其二),菊花,明
881,869-01,菊 花,菊花,唐
882,870-01,华下对酒,菊花,唐
883,871-01,庭前菊,菊花,唐
884,872-01,题菊花,菊花,唐
885,873-01,菊 花,菊花,唐
886,874-01,咏 菊,菊花,宋
887,875-01,城东寺菊,菊花,宋
888,876-01,残 菊,菊花,宋
889,877-01,黄 花,菊花,宋
890,878-01,重阳后看菊花,菊花,宋
891,879-01,枯 菊,菊花,宋
892,880-01,菊,菊花,宋
893,881-01,咏 菊,菊花,宋
894,882-01,咏 菊(其一),菊花,宋
895,883-01,咏 菊(其二),菊花,宋
896,884-01,画 菊,菊花,宋
897,885-01,九 日,菊花,金
898,886-01,酴醾菊,菊花,金
899,887-01,九日月中对菊，同禧伯郎中赋,菊花,金
900,888-01,九月八日对菊,菊花,明
901,833,和郭主簿二首(其二),菊花,晋
902,834,饮 酒（其五）,菊花,晋
903,835,舟上采菊,菊花,宋
904,836,黄菊有至性,菊花,宋
905,837,菊 花,菊花,宋
906,838,菊二首(其二),菊花,元
907,839,墨菊二首(其二),菊花,明
908,840,采菊篇,菊花,南朝梁
909,841,山园草间菊数枝开，席地独酌,菊花,宋
910,842,感 遇,菊花,唐
911,843,万年厉员外宅赏残菊,菊花,唐
912,844,菊,菊花,唐
913,845,对菊有怀郎祖仁,菊花,宋
914,846,王公子宅五丹菊,菊花,明
915,847,八月二十八日子容过对菊,菊花,明
916,848-02,汝济夜过同以行对菊花,菊花,明
917,849-02,前菊会,菊花,明
918,850-02,九 日,菊花,明
919,851-02,同程穆倩访周元亮司农，留饮寓园观菊，兼示所藏书册,菊花,清
920,852-02,酬皇甫郎中对新菊花见忆,菊花,唐
921,853-02,刘员外寄移菊,菊花,唐
922,854-02,和鲁望白菊,菊花,唐
923,855-02,戏题菊花,菊花,宋
924,856-02,晚香轩,菊花,明
925,857-02,九日晚对菊次容处士韵，是日县主曹侯、二尹邵侯持酒过白沙，李九渊、容贯各馆乡中未还,菊花,明
926,858-02,六月菊,菊花,清
927,859-02,菊花诗,菊花,清
928,860-02,咏 菊,菊花,晋
929,861-02,江行无题(其四),菊花,唐
930,862-02,江行无题(其九),菊花,唐
931,863-02,残 菊,菊花,宋
932,864-02,菊,菊花,宋
933,865-02,菊 蹊,菊花,明
934,866-02,对 菊,菊花,明
935,867-02,周镐送白菊乞诗(其一),菊花,明
936,868-02,周镐送白菊乞诗(其二),菊花,明
937,869-02,菊 花,菊花,唐
938,870-02,华下对酒,菊花,唐
939,871-02,庭前菊,菊花,唐
940,872-02,题菊花,菊花,唐
941,873-02,菊 花,菊花,唐
942,874-02,咏 菊,菊花,宋
943,875-02,城东寺菊,菊花,宋
944,876-02,残 菊,菊花,宋
945,877-02,黄 花,菊花,宋
946,878-02,重阳后看菊花,菊花,宋
947,879-02,枯 菊,菊花,宋
948,880-02,菊,菊花,宋
949,881-02,咏 菊,菊花,宋
950,882-02,咏 菊(其一),菊花,宋
951,883-02,咏 菊(其二),菊花,宋
952,884-02,画 菊,菊花,宋
953,885-02,九 日,菊花,金
954,886-02,酴醾菊,菊花,金
955,887-02,九日月中对菊，同禧伯郎中赋,菊花,金
956,888-02,九月八日对菊,菊花,明
957,889,野人饷菊有感,菊花,明
958,890,题画菊,菊花,清
959,891,十日菊,菊花,清
960,892,浣溪沙 乾菊,菊花,清
961,893,好事近,菊花,宋
962,894,一落索 九日,菊花,宋
963,895,阮郎归 菊花,菊花,清
964,896,卖花声,菊花,清
965,897,鹧鸪天,菊花,宋
966,898,鹧鸪天 桃花菊,菊花,宋
967,899,南乡子,菊花,宋
968,900,小桃红 咏小桃红菊花,菊花,清
969,901,老少年,雁来红,明
970,902,雁来红,雁来红,清
971,903,绛都春 雁来红,雁来红,清
972,904,山茶花树子贈李延老,山茶花,宋
973,905,茶轩为陈惟寅赋,山茶花,明
974,906,和子由柳湖久涸，忽有水，开元寺山茶旧无花，今岁盛开二首 （其二）,山茶花,宋
975,907,山 茶,山茶花,明
976,908,山 茶,山茶花,明
977,909,邵伯梵行寺山茶,山茶花,宋
978,910,玉茗花,山茶花,宋
979,911,山 茶,山茶花,宋
980,912,阻风南露筋过罗汉寺登楼看山茶,山茶花,元
981,913,白山茶,山茶花,明
982,914,山茶花,山茶花,明
983,915,木兰花慢 红山茶,山茶花,清
984,916,拒霜花,木芙蓉,宋
985,917,王伯扬所藏赵昌芙蓉,木芙蓉,宋
986,918,拒 霜,木芙蓉,宋
987,919,芙蓉沜,木芙蓉,明
988,920,木芙蓉,木芙蓉,宋
989,921,木芙蓉,木芙蓉,宋
990,922,木芙蓉下招客饮,木芙蓉,唐
991,923,木芙蓉,木芙蓉,宋
992,924,木芙蓉,木芙蓉,宋
993,925,芙 蓉,木芙蓉,宋
994,926,拒 霜,木芙蓉,宋
995,927,窗前木芙蓉,木芙蓉,宋
996,928,木芙蓉,木芙蓉,宋
997,929,木芙蓉,木芙蓉,元
998,930,少年游,木芙蓉,宋
999,931,卜算子 并涧顷种木芙蓉九月旦盛开,木芙蓉,宋
1000,932,菩萨蛮 苏堤芙蓉,木芙蓉,宋
1001,933,婆罗门引,木芙蓉,宋
1002,934,酷相思,木芙蓉,清
1003,935,咏甘菊,甘菊,宋
1004,936,叹庭前甘菊花,甘菊,唐
1005,937,野 菊,野菊,宋
1006,938,十日取野菊从酒,野菊,宋
1007,939,野菊,野菊,唐
1008,940,野菊座主闲闲公命作,野菊,金
1009,941,野菊再奉座主闲闲公命作,野菊,金
1010,942,野 菊,野菊,唐
1011,943,戏 笔,野菊,宋
1012,944,野 菊,野菊,清
1013,945,如梦令,野菊,宋
1014,946,红 梅,红梅,宋
1015,947,岭上红梅,红梅,宋
1016,948,红 梅,红梅,宋
1017,949,红 梅,红梅,宋
1018,950,红 梅,红梅,宋
1019,951,红 梅,红梅,元
1020,952,红 梅,红梅,明
1021,953,红 梅,红梅,宋
1022,954,红 梅,红梅,宋
1023,955,红 梅,红梅,金
1024,956,红梅四首(其一),红梅,元
1025,957,红梅四首(其二),红梅,元
1026,958,红梅四首(其三),红梅,元
1027,959,题延平刘郎中廷信所藏红梅,红梅,明
1028,960,题红梅,红梅,明
1029,961,鹊桥仙 种红梅一株于竹下赋此,红梅,清
1030,962,留春 令,红梅,宋
1031,963,玉楼春,红梅,宋
1032,964,蝶恋花,红梅,宋
1033,965,小重山令 赋潭州红梅,红梅,宋
1034,966,定风波 咏红梅,红梅,宋
1035,967,王充道送水仙花五十枝,水仙花,宋
1036,968,水仙花,水仙花,宋
1037,969,题赵子固水墨双钩水仙卷,水仙花,元
1038,970,水 仙(其一),水仙花,明
1039,971,水 仙(其二),水仙花,明
1040,972,水仙花,水仙花,宋
1041,973,以水仙供都运判院,水仙花,宋
1042,974,水仙花,水仙花,宋
1043,975,送水仙花,水仙花,宋
1044,976,水仙花,水仙花,宋
1045,977,水仙花,水仙花,宋
1046,978,题虞瑞岩描水仙花,水仙花,元
1047,979,水仙花,水仙花,元
1048,980,水 仙,水仙花,明
1049,981,水仙花,水仙,清
1050,982,长相思,水仙花,宋
1051,983,卜算子 水仙,水仙花,宋
1052,984,卜算子 水仙花,水仙花,清
1053,985,菩萨蛮 水仙,水仙花,宋
1054,986,朝中措 水仙,水仙花,宋
1055,987,南歌子 水仙,水仙花,宋
1056,988,金人捧露盘 水仙,水仙花,宋
1057,989,庆宫春,水仙花,宋
1058,990,贺新郎 赋水仙,水仙花,宋
1059,991,蜡梅一首贈赵景貺,蜡梅,宋
1060,992,荀秀才送蜡梅十枝奇甚为赋此诗,蜡梅,宋
1061,993,蜡梅,蜡梅,宋
1062,994,戏咏蜡梅二首,蜡梅,宋
1063,995,蜡 梅,蜡梅,宋
1064,996,蜡梅,蜡梅,宋
1065,997,蜡 梅,蜡梅,宋
1066,998,蜡 梅,蜡梅,宋
1067,999,蜡 梅,蜡梅,宋
1068,1000-02,次韵汉卿舅蜡梅,蜡梅,宋
1069,1001-02,浪淘沙,蜡梅,宋
1070,1002-02,瑞香花,瑞香,宋
1071,1003-02,瑞香花新开(五首之一),瑞香,宋
1072,1004-02,咏瑞香,瑞香,宋
1073,1005-02,瑞香花,瑞香,宋
1074,1006-02,西江月 真觉赏瑞香,瑞香,宋
